ID_Uzorka;GPS_LAT;GPS_LONG
191;18,479501;77,38697
192;18,48847;77,399621
193;18,492413;77,385983
194;18,478136;77,383465
195;18,469744;77,390304
196;18,482047;77,397387
197;18,495681;77,393252
198;18,493134;77,385841
199;18,493388;77,391793
200;18,485495;77,395231
201;18,473547;77,389962
202;18,478694;77,404875
203;18,477548;77,397742
204;18,477308;77,398797
205;18,472815;77,401025
206;18,473871;77,384712
207;18,479458;77,365865
208;18,484218;77,385864
209;18,476936;77,383431
210;18,47252;77,388616
211;18,476058;77,393797
212;18,472197;77,388493
213;18,500049;77,381664
214;18,47932;77,39997
215;18,49062;77,401034
216;18,478532;77,386099
217;18,471123;77,400225
218;18,474289;77,396044
219;18,474825;77,410244
220;18,473243;77,373086
221;18,466735;77,38847
222;18,465104;77,391706
223;18,465414;77,381665
224;18,46503;77,380977
225;18,481858;77,380735
226;18,479381;77,400425
227;18,475539;77,37421
228;18,479877;77,396546
229;18,472884;77,382261
230;18,483633;77,389973
231;18,474;77,388549
232;18,494338;77,391
233;18,474553;77,394836
234;18,484782;77,383535
235;18,470391;77,398852
236;18,46639;77,382521
237;18,48748;77,372077
238;18,464594;77,386882
239;18,497938;77,371442
240;18,502539;77,382953
241;18,488606;77,378152
242;18,487163;77,39443
243;18,47422;77,390862
244;18,478362;77,390553
245;18,471475;77,38359
246;18,458722;77,380273
247;18,476105;77,394653
248;18,468903;77,384877
249;18,479684;77,391616
250;18,482467;77,395294
251;18,466082;77,386959
252;18,487857;77,372735
253;18,487626;77,383467
254;18,479323;77,381451
255;18,461342;77,376229
256;18,480455;77,386776
257;18,491445;77,406761
258;18,480521;77,39081
259;18,49772;77,392518
260;18,492834;77,388952
261;18,4795;77,389875
262;18,485715;77,375445
263;18,456923;77,390796
264;18,474753;77,389232
265;18,488882;77,383582
266;18,48099;77,390952
267;18,478905;77,390607
268;18,476275;77,385318
269;18,489651;77,385589
270;18,478138;77,389262
271;18,477324;77,388132
272;18,476342;77,397977
273;18,465246;77,37301
274;18,493591;77,406593
275;18,470956;77,390295
276;18,499926;77,381405
277;18,477626;77,401041
278;18,496512;77,394422
279;18,474005;77,391022
280;18,467888;77,382433
281;18,468661;77,392907
282;18,491666;77,398543
283;18,488168;77,386569
284;18,47499;77,400405
285;18,484757;77,402113
286;18,478946;77,382571
287;18,487567;77,400713
288;18,473091;77,37803
289;18,466186;77,390974
290;18,474567;77,40427
291;18,477952;77,390207
292;18,477048;77,384785
293;18,479334;77,411597
294;18,486888;77,398784
295;18,452897;77,393193
296;18,476415;77,390796
297;18,484318;77,388027
298;18,477345;77,387426
299;18,488661;77,383693
300;18,489057;77,389318
301;18,477431;77,400088
302;18,507843;77,384509
303;18,476273;77,377184
304;18,470287;77,393853
305;18,482529;77,398324
306;18,481133;77,386097
307;18,491601;77,386369
308;18,498537;77,400701
309;18,488123;77,389977
310;18,492807;77,38702
311;18,486367;77,390729
312;18,480006;77,379081
313;18,466222;77,391621
314;18,477304;77,370256
315;18,478482;77,388259
316;18,480317;77,391921
317;18,476407;77,401685
318;18,478016;77,379638
319;18,488073;77,390767
320;18,495617;77,374305
321;18,47911;77,39867
322;18,470952;77,393661
323;18,484637;77,397537
324;18,4766;77,381176
325;18,484333;77,393296
326;18,469207;77,386926
327;18,46609;77,41537
328;18,477911;77,391897
329;18,474161;77,415154
330;18,476521;77,384399
331;18,479798;77,416887
332;18,489637;77,399578
333;18,496193;77,389511
334;18,481334;77,381872
335;18,487758;77,399397
336;18,460908;77,386007
337;18,462884;77,395785
338;18,489404;77,417975
339;18,484918;77,400045
340;18,466112;77,3829
341;18,476866;77,396178
342;18,489402;77,383103
343;18,477416;77,391338
344;18,485065;77,386846
345;18,470197;77,399877
346;18,490334;77,388755
347;18,490812;77,40104
348;18,485562;77,378535
349;18,481899;77,394197
350;18,474902;77,412369
351;18,48978;77,387362
352;18,477949;77,386956
353;18,47718;77,402882
354;18,478512;77,376684
355;18,484403;77,379895
356;18,475523;77,392105
357;18,458493;77,404472
358;18,494051;77,378075
359;18,471306;77,403422
360;18,493578;77,386707
361;18,473327;77,393111
362;18,48073;77,384274
363;18,48003;77,378369
364;18,472255;77,393711
365;18,483307;77,398727
366;18,469067;77,384597
367;18,470748;77,381412
368;18,489972;77,386539
369;18,466833;77,384152
370;18,48105;77,380496
371;18,468193;77,396034
372;18,489899;77,378508
373;18,48135;77,388095
374;18,473389;77,380989
375;18,491511;77,388057
376;18,487461;77,399318
377;18,473094;77,397561
378;18,487738;77,384402
379;18,486505;77,387274
380;18,478646;77,38872
381;18,451886;77,371675
382;18,472332;77,375697
383;18,45761;77,386788
384;18,486159;77,394772
385;18,480106;77,397863
386;18,478435;77,389117
387;18,480069;77,382065
388;18,492243;77,388387
389;18,467769;77,396423
390;18,480371;77,385734
391;18,470987;77,391507
392;18,462809;77,384782
393;18,471911;77,36672
394;18,488072;77,38981
395;18,487975;77,386833
396;18,460903;77,389148
397;18,470253;77,392717
398;18,488184;77,389449
399;18,492616;77,391249
400;18,479445;77,415285
401;18,481444;77,381706
402;18,484167;77,403642
403;18,471341;77,369535
404;18,490222;77,381117
405;18,491799;77,401651
406;18,47909;77,386864
407;18,484613;77,388589
408;18,480965;77,379833
409;18,483699;77,398359
410;18,477289;77,373195
411;18,482191;77,390197
412;18,49478;77,38593
413;18,501721;77,40719
414;18,474803;77,389916
415;18,480038;77,402417
416;18,485819;77,396367
417;18,462783;77,392238
418;18,489335;77,38062
419;18,491568;77,393804
420;18,472886;77,375534
421;18,482715;77,413664
422;18,470052;77,380998
423;18,487153;77,402155
424;18,481697;77,382288
425;18,48138;77,375668
426;18,482575;77,390612
427;18,479177;77,383052
428;18,45753;77,385053
429;18,465688;77,381662
430;18,498814;77,36727
431;18,46294;77,39557
432;18,496264;77,379872
433;18,484803;77,39952
434;18,486173;77,408178
435;18,467781;77,387918
436;18,483627;77,373367
437;18,486752;77,396074
438;18,493481;77,381918
439;18,470755;77,376936
440;18,464382;77,383988
441;18,495982;77,401207
442;18,471865;77,409271
443;18,494341;77,373397
444;18,482072;77,385018
445;18,45952;77,386364
446;18,474484;77,380314
447;18,496187;77,379452
448;18,484039;77,371003
449;18,481752;77,398413
450;18,483052;77,390523
451;18,480613;77,379378
452;18,47401;77,383919
453;18,483085;77,407901
454;18,465623;77,412805
455;18,485875;77,38856
456;18,484494;77,411588
457;18,474302;77,390547
458;18,478702;77,393012
459;18,469039;77,393646
460;18,46995;77,396454
461;18,472312;77,401463
462;18,493676;77,395265
463;18,478372;77,395368
464;18,47228;77,403544
465;18,482266;77,413848
466;18,481458;77,388872
467;18,486269;77,374731
468;18,472201;77,388481
469;18,474383;77,382747
470;18,481685;77,401344
471;18,47629;77,355473
472;18,474276;77,407879
473;18,472824;77,379512
474;18,488223;77,366181
475;18,460488;77,37894
476;18,478744;77,388265
477;18,481704;77,38803
478;18,484422;77,388855
479;18,472938;77,374911
480;18,475841;77,382096
481;18,474579;77,401101
482;18,499959;77,391657
483;18,484281;77,381067
484;18,480187;77,382732
485;18,484375;77,370049
486;18,493746;77,372982
487;18,47629;77,397343
488;18,477393;77,397312
489;18,487678;77,391271
490;18,479353;77,380819
491;18,482901;77,4059
492;18,476551;77,401309
493;18,498286;77,396301
494;18,471074;77,386397
495;18,483039;77,395688
496;18,480648;77,389397
497;18,479435;77,399282
498;18,467682;77,393693
499;18,472694;77,378225
500;18,484409;77,405569
501;18,473473;77,379574
502;18,485894;77,391275
503;18,468558;77,387685
504;18,482688;77,391701
505;18,48391;77,394693
506;18,492794;77,372371
507;18,488781;77,402047
508;18,497264;77,390002
509;18,482013;77,395554
510;18,479906;77,380987
511;18,487974;77,4038
512;18,479941;77,403223
513;18,480562;77,394215
514;18,481023;77,405428
515;18,492689;77,389409
516;18,476208;77,391686
517;18,49326;77,388327
518;18,487656;77,374873
519;18,483657;77,382604
520;18,467057;77,391401
521;18,46959;77,374291
522;18,490423;77,37089
523;18,49275;77,388104
524;18,459576;77,381381
525;18,468093;77,397464
526;18,4827;77,390823
527;18,469519;77,402881
528;18,491337;77,420321
529;18,47779;77,378814
530;18,477849;77,381019
531;18,482429;77,375004
532;18,475238;77,403888
533;18,487977;77,401074
534;18,478405;77,387191
535;18,475347;77,391962
536;18,476274;77,385135
537;18,491689;77,391983
538;18,484201;77,402892
539;18,473067;77,39697
540;18,490464;77,379113
541;18,503385;77,382988
542;18,495189;77,395284
543;18,488294;77,383723
544;18,478047;77,386606
545;18,475953;77,381755
546;18,4787;77,376082
547;18,475371;77,398412
548;18,483547;77,390631
549;18,478511;77,407397
550;18,482875;77,398542
551;18,47502;77,401981
552;18,489295;77,384896
553;18,482605;77,39989
554;18,484843;77,40251
555;18,45927;77,396561
556;18,47037;77,392924
557;18,485527;77,392289
558;18,468058;77,390105
559;18,503441;77,388868
560;18,479913;77,383175
561;18,486316;77,376922
562;18,489206;77,390835
563;18,455728;77,379265
564;18,483659;77,411192
565;18,472213;77,401364
566;18,473238;77,373329
567;18,463864;77,40666
568;18,493931;77,380925
569;18,484579;77,380659
570;18,492818;77,377001
571;18,475749;77,383154
572;18,474577;77,370928
573;18,484732;77,394151
574;18,476981;77,388072
575;18,485746;77,371753
576;18,461775;77,393531
577;18,480387;77,394161
578;18,488111;77,388578
579;18,487965;77,37375
580;18,48557;77,389134
581;18,48901;77,382527
582;18,477674;77,383549
583;18,470275;77,367919
584;18,492804;77,391197
585;18,474772;77,402257
586;18,482196;77,380305
587;18,463294;77,382853
588;18,489012;77,383262
589;18,477772;77,390393
590;18,479088;77,407002
591;18,483162;77,380821
592;18,467045;77,397516
593;18,474863;77,388373
594;18,468458;77,382182
595;18,478193;77,384594
596;18,474369;77,393988
597;18,471995;77,378111
598;18,494682;77,382852
599;18,470635;77,391027
600;18,48214;77,417623
601;18,469177;77,404878
602;18,476855;77,383032
603;18,485431;77,403857
604;18,490363;77,403922
605;18,469104;77,38925
606;18,477601;77,394986
607;18,477608;77,394196
608;18,489256;77,391454
609;18,4861;77,392263
610;18,484657;77,375294
611;18,479228;77,393892
612;18,478896;77,39219
613;18,487915;77,388554
614;18,486358;77,377058
615;18,485839;77,384018
616;18,478266;77,389668
617;18,465466;77,400031
618;18,471452;77,389046
619;18,482263;77,377685
620;18,477505;77,393366
621;18,482337;77,402403
622;18,474095;77,396712
623;18,474059;77,406869
624;18,483916;77,382552
625;18,478161;77,386413
626;18,476998;77,382447
627;18,485656;77,38478
628;18,477892;77,386431
629;18,512931;77,38784
630;18,477844;77,402051
631;18,48933;77,381548
632;18,486015;77,395541
633;18,48924;77,370482
634;18,498279;77,389667
635;18,483686;77,406454
636;18,464055;77,398217
637;18,478903;77,385388
638;18,480467;77,393244
639;18,481016;77,388541
640;18,476499;77,405681
641;18,486383;77,379369
642;18,492732;77,38743
643;18,477158;77,400067
644;18,480782;77,385226
645;18,48133;77,39173
646;18,504526;77,386161
647;18,468711;77,408873
648;18,470896;77,380014
649;18,467434;77,400669
650;18,484152;77,38946
651;18,471375;77,386791
652;18,485951;77,377548
653;18,478752;77,370911
654;18,485695;77,386386
655;18,47805;77,399585
656;18,471151;77,393068
657;18,468041;77,392769
658;18,480737;77,394134
659;18,463224;77,387691
660;18,476824;77,379436
661;18,498068;77,401534
662;18,469068;77,386472
663;18,495325;77,389293
664;18,496925;77,404549
665;18,496173;77,389304
666;18,457191;77,408997
667;18,497168;77,402113
668;18,446143;77,383601
669;18,487878;77,397916
670;18,465073;77,381708
671;18,475749;77,382565
672;18,483042;77,378302
673;18,486682;77,390549
674;18,481936;77,402118
675;18,483297;77,391685
676;18,490094;77,404941
677;18,477241;77,399802
678;18,47829;77,392291
679;18,47504;77,392461
680;18,480588;77,392965
681;18,475113;77,389761
682;18,483064;77,377223
683;18,480284;77,385725
684;18,476882;77,391285
685;18,473014;77,382632
686;18,491476;77,377175
687;18,477979;77,380986
688;18,464823;77,393578
689;18,475589;77,390105
690;18,492929;77,384864
691;18,480729;77,381151
692;18,466848;77,399234
693;18,466758;77,406865
694;18,473659;77,388358
695;18,482737;77,400606
696;18,47191;77,389127
697;18,481029;77,384127
698;18,467645;77,396388
699;18,484714;77,38564
700;18,508738;77,37394
701;18,494143;77,394505
702;18,479572;77,398039
703;18,472542;77,369556
704;18,499723;77,410125
705;18,475823;77,365343
706;18,486978;77,391506
707;18,483448;77,382571
708;18,479797;77,384878
709;18,481384;77,361878
710;18,491266;77,387904
711;18,462949;77,382264
712;18,487488;77,393649
713;18,489552;77,373943
714;18,469592;77,41824
715;18,478116;77,392477
716;18,488039;77,391375
717;18,474951;77,405075
718;18,505627;77,385344
719;18,498865;77,395335
720;18,46463;77,399684
721;18,473218;77,388666
722;18,49163;77,382582
723;18,497182;77,386518
724;18,464665;77,399913
725;18,481721;77,368462
726;18,483136;77,384083
727;18,500167;77,373108
728;18,475625;77,386508
729;18,481323;77,39578
730;18,504436;77,40485
731;18,481118;77,414937
732;18,484923;77,397229
733;18,467856;77,403528
734;18,487299;77,397246
735;18,471157;77,406615
736;18,487292;77,390083
737;18,495817;77,391315
738;18,481287;77,394393
739;18,473929;77,383683
740;18,484277;77,403345
741;18,481457;77,384388
742;18,489338;77,40331
743;18,486497;77,388966
744;18,498698;77,389857
745;18,478253;77,376296
746;18,490525;77,382642
747;18,484126;77,389361
748;18,473954;77,39933
749;18,483905;77,390828
750;18,481059;77,386083
751;18,4735;77,399985
752;18,462003;77,385907
753;18,503305;77,3941
754;18,479891;77,386555
755;18,482673;77,394032
756;18,479157;77,388924
757;18,489578;77,39435
758;18,492986;77,395594
759;18,470633;77,38583
760;18,478645;77,395573
761;18,488369;77,37563
762;18,46938;77,382744
763;18,464686;77,394446
764;18,47059;77,386837
765;18,49635;77,378147
766;18,472628;77,386813
767;18,476174;77,393711
768;18,482983;77,385081
769;18,495546;77,397387
770;18,502066;77,384189
771;18,470153;77,387311
772;18,494804;77,388838
773;18,46348;77,389678
774;18,466559;77,389475
775;18,484923;77,380071
776;18,498366;77,395922
777;18,498832;77,385476
778;18,470705;77,400499
779;18,485644;77,376954
780;18,460422;77,384889
781;18,469072;77,386054
782;18,483103;77,396758
783;18,483444;77,369328
784;18,499437;77,377282
785;18,483408;77,37757
786;18,481965;77,390594
787;18,463388;77,390695
788;18,473566;77,396205
789;18,470714;77,381488
790;18,487646;77,377354
791;18,503231;77,397221
792;18,467644;77,404042
793;18,483291;77,394159
794;18,472437;77,391032
795;18,483031;77,380061
796;18,461554;77,389295
797;18,482184;77,382785
798;18,477901;77,362878
799;18,474855;77,385368
800;18,482027;77,396089
801;18,481833;77,38783
802;18,478287;77,392301
803;18,468958;77,395062
804;18,478975;77,389362
805;18,483614;77,389546
806;18,470399;77,395001
807;18,48341;77,38581
808;18,484626;77,385405
809;18,489865;77,384226
810;18,488465;77,375047
811;18,483486;77,405739
812;18,481136;77,383837
813;18,470749;77,403069
814;18,465023;77,372683
815;18,478158;77,396393
816;18,486353;77,383328
817;18,487905;77,386627
818;18,469066;77,395717
819;18,463693;77,375932
820;18,483323;77,400933
821;18,481457;77,371335
822;18,483089;77,401367
823;18,482293;77,378944
824;18,484234;77,392925
825;18,484567;77,388784
826;18,500965;77,411229
827;18,505326;77,401345
828;18,484585;77,380584
829;18,477819;77,380479
830;18,473466;77,376511
831;18,476446;77,379239
832;18,484729;77,389376
833;18,481014;77,38911
834;18,488942;77,395812
835;18,48293;77,37442
836;18,466724;77,40673
837;18,46884;77,389641
838;18,488638;77,385291
839;18,452256;77,379956
840;18,488111;77,383739
841;18,466641;77,395543
842;18,477226;77,392762
843;18,488993;77,404661
844;18,476372;77,370682
845;18,471644;77,388461
846;18,490939;77,383737
847;18,481676;77,383053
848;18,490079;77,399119
849;18,487832;77,38743
850;18,465631;77,411982
851;18,482705;77,384532
852;18,477441;77,408225
853;18,488287;77,384769
854;18,474935;77,393425
855;18,489296;77,371708
856;18,476162;77,379338
857;18,47742;77,396269
858;18,445551;77,390389
859;18,483572;77,394156
860;18,486562;77,383896
861;18,478108;77,389397
862;18,479485;77,407135
863;18,48329;77,387721
864;18,476307;77,371515
865;18,480023;77,39521
866;18,456086;77,383945
867;18,48921;77,399711
868;18,480155;77,392787
869;18,475434;77,389277
870;18,465088;77,388289
871;18,486682;77,385028
872;18,479223;77,394944
873;18,487163;77,365223
874;18,4779;77,397775
875;18,485995;77,379869
876;18,49186;77,386287
877;18,47702;77,397203
878;18,46341;77,38311
879;18,486775;77,406789
880;18,497513;77,390875
881;18,469198;77,372499
882;18,489117;77,392242
883;18,472057;77,383501
884;18,45804;77,391375
885;18,467859;77,382434
886;18,469085;77,371865
887;18,456848;77,38843
888;18,457794;77,396913
889;18,481474;77,400436
890;18,474679;77,392363
891;18,478444;77,397295
892;18,479791;77,382327
893;18,466443;77,395231
894;18,473827;77,399626
895;18,468307;77,373239
896;18,491164;77,381914
897;18,459357;77,404084
898;18,459684;77,395925
899;18,484002;77,40547
900;18,476706;77,392675
901;18,480732;77,383016
902;18,482105;77,411303
903;18,474392;77,37858
904;18,462188;77,38504
905;18,491564;77,384735
906;18,466124;77,400314
907;18,480071;77,393433
908;18,456521;77,382521
909;18,477878;77,377926
910;18,49006;77,384229
911;18,466016;77,374757
912;18,49368;77,390396
913;18,463423;77,396726
914;18,468779;77,382912
915;18,472782;77,379853
916;18,477189;77,387152
917;18,472667;77,387951
918;18,488932;77,406156
919;18,462579;77,381083
920;18,483397;77,405997
921;18,46498;77,371586
922;18,479521;77,38051
923;18,475219;77,391666
924;18,465231;77,384919
925;18,493232;77,390594
926;18,492268;77,40162
927;18,476046;77,399948
928;18,477795;77,404247
929;18,468098;77,390834
930;18,482261;77,394147
931;18,45827;77,395795
932;18,472569;77,390128
933;18,489996;77,386973
934;18,469791;77,387311
935;18,479218;77,385986
936;18,492284;77,383032
937;18,478574;77,400071
938;18,475029;77,383924
939;18,48073;77,390341
940;18,476372;77,392544
941;18,461631;77,372016
942;18,474124;77,378975
943;18,470837;77,397565
944;18,472249;77,380693
945;18,485238;77,371853
946;18,481386;77,377845
947;18,476986;77,396465
948;18,478281;77,406885
949;18,468137;77,3883
950;18,482502;77,39041
951;18,464494;77,384149
952;18,48377;77,382741
953;18,48848;77,379013
954;18,46987;77,379876
955;18,486269;77,378953
956;18,471551;77,393772
957;18,474817;77,39088
958;18,466801;77,39472
959;18,488925;77,397531
960;18,485279;77,380136
961;18,492673;77,391849
962;18,478679;77,386993
963;18,492492;77,386503
964;18,47482;77,400167
965;18,465903;77,391407
966;18,479555;77,38913
967;18,469824;77,387591
968;18,474607;77,370395
969;18,492445;77,401513
970;18,474359;77,38862
971;18,478469;77,38561
972;18,483411;77,372017
973;18,47335;77,392077
974;18,463071;77,383071
975;18,489435;77,392122
976;18,477267;77,39279
977;18,474824;77,384064
978;18,479469;77,407273
979;18,474667;77,397423
980;18,491536;77,378236
981;18,489779;77,396536
982;18,479521;77,395857
983;18,487401;77,376764
984;18,481458;77,390956
985;18,477509;77,373763
986;18,489901;77,382723
987;18,477978;77,39907
988;18,492064;77,382845
989;18,479879;77,383361
990;18,482741;77,402116
991;18,478673;77,392025
992;18,495328;77,394789
993;18,467625;77,396027
994;18,474626;77,376484
995;18,463059;77,377912
996;18,475828;77,386387
997;18,473399;77,361628
998;18,482685;77,38475
999;18,473765;77,380392
1000;18,49575;77,405807
1001;18,485206;77,391507
1002;18,475143;77,405432
1003;18,493789;77,387467
1004;18,46992;77,396725
1005;18,487742;77,383155
1006;18,47378;77,388406
1007;18,484911;77,38414
1008;18,470861;77,386979
1009;18,465555;77,380192
1010;18,490732;77,391399
1011;18,483834;77,402871
1012;18,4758;77,392988
1013;18,473539;77,394814
1014;18,505786;77,393115
1015;18,466264;77,370517
1016;18,471765;77,390704
1017;18,468715;77,394703
1018;18,468985;77,390165
1019;18,475208;77,38085
1020;18,488118;77,409991
1021;18,475331;77,388377
1022;18,482009;77,377529
1023;18,473218;77,376579
1024;18,478758;77,396936
1025;18,487273;77,403091
1026;18,495623;77,373194
1027;18,501446;77,378535
1028;18,463916;77,397466
1029;18,488026;77,38567
1030;18,4569;77,403226
1031;18,490123;77,398809
1032;18,477016;77,391276
1033;18,486316;77,39296
1034;18,484568;77,405901
1035;18,480937;77,408873
1036;18,477048;77,396552
1037;18,470672;77,376489
1038;18,492789;77,379595
1039;18,485798;77,396399
1040;18,47655;77,381058
1041;18,473057;77,405853
1042;18,490478;77,402194
1043;18,470579;77,392521
1044;18,471038;77,378808
1045;18,485402;77,39881
1046;18,478681;77,370169
1047;18,480178;77,383063
1048;18,491507;77,402458
1049;18,497639;77,382265
1050;18,47944;77,396915
1051;18,476424;77,39686
1052;18,50853;77,388008
1053;18,498476;77,381719
1054;18,492762;77,382126
1055;18,478863;77,386561
1056;18,487046;77,388232
1057;18,4942;77,384568
1058;18,476734;77,38594
1059;18,492541;77,38584
1060;18,479553;77,403295
1061;18,471461;77,390287
1062;18,483155;77,397729
1063;18,469067;77,38012
1064;18,473243;77,387444
1065;18,482156;77,394154
1066;18,478142;77,393687
1067;18,491119;77,38007
1068;18,46968;77,393059
1069;18,491928;77,40733
1070;18,471726;77,3923
1071;18,479082;77,384836
1072;18,493271;77,392373
1073;18,471695;77,387914
1074;18,47461;77,390973
1075;18,4833;77,401191
1076;18,482235;77,387813
1077;18,474361;77,402679
1078;18,473836;77,37653
1079;18,476444;77,404795
1080;18,482392;77,386485
1081;18,482508;77,380191
1082;18,494903;77,408686
1083;18,482086;77,386438
1084;18,491202;77,39471
1085;18,481164;77,398337
1086;18,476547;77,38723
1087;18,483134;77,407843
1088;18,469332;77,38765
1089;18,48886;77,391459
1090;18,484214;77,394399
1091;18,478074;77,386596
1092;18,473061;77,377119
1093;18,487947;77,389284
1094;18,480764;77,397036
1095;18,481598;77,387135
1096;18,470634;77,382727
1097;18,495753;77,389887
1098;18,491356;77,377567
1099;18,498928;77,39794
1100;18,484173;77,395695
1101;18,457779;77,401772
1102;18,458936;77,384146
1103;18,490591;77,399208
1104;18,476842;77,389828
1105;18,495739;77,376937
1106;18,476785;77,374878
1107;18,476238;77,384043
1108;18,482746;77,395349
1109;18,505929;77,390456
1110;18,48128;77,372689
1111;18,474027;77,395016
1112;18,46557;77,389044
1113;18,468589;77,393168
1114;18,476934;77,384511
1115;18,48757;77,401622
1116;18,471357;77,391583
1117;18,462575;77,396334
1118;18,490526;77,40088
1119;18,453763;77,3956
1120;18,471453;77,396005
1121;18,473121;77,389906
1122;18,482146;77,397944
1123;18,453277;77,389971
1124;18,468137;77,392968
1125;18,461602;77,388302
1126;18,497435;77,392144
1127;18,474945;77,372935
1128;18,471125;77,392211
1129;18,486997;77,392444
1130;18,472748;77,398879
1131;18,478863;77,400739
1132;18,472799;77,38363
1133;18,481116;77,384789
1134;18,466668;77,398933
1135;18,478673;77,398396
1136;18,477043;77,392972
1137;18,462226;77,387269
1138;18,487488;77,391719
1139;18,464753;77,392867
1140;18,492248;77,386171
1141;18,47141;77,401854
1142;18,496826;77,390247
1143;18,471605;77,38862
1144;18,47951;77,397416
1145;18,48769;77,38953
1146;18,481333;77,390077
1147;18,480509;77,390388
1148;18,488379;77,417494
1149;18,467584;77,375344
1150;18,48182;77,406536
